Year,Year ending,Local Government Area,Offence Subdivision,Offence Group,CSA Drug Type,Offence Count
2015,December,Knox,C30 Drug use and possession,C31 Drug use,Amphetamine,10
2015,December,Knox,C30 Drug use and possession,C31 Drug use,Cannabis,5
2015,December,Knox,C30 Drug use and possession,C31 Drug use,GHB,3
2015,December,Knox,C30 Drug use and possession,C31 Drug use,Heroin,3
2015,December,Knox,C30 Drug use and possession,C31 Drug use,Methylamphetamine,7
2015,December,Knox,C30 Drug use and possession,C31 Drug use,Not Recorded,2
2015,December,Knox,C30 Drug use and possession,C32 Drug possession,Amphetamine,29
2015,December,Knox,C30 Drug use and possession,C32 Drug possession,Cannabis,180
2015,December,Knox,C30 Drug use and possession,C32 Drug possession,Cocaine,2
2015,December,Knox,C30 Drug use and possession,C32 Drug possession,Ecstasy,28
2015,December,Knox,C30 Drug use and possession,C32 Drug possession,GHB,18
2015,December,Knox,C30 Drug use and possession,C32 Drug possession,Heroin,11
2015,December,Knox,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,124
2015,December,Knox,C30 Drug use and possession,C32 Drug possession,Not Recorded,32
2015,December,Knox,C30 Drug use and possession,C32 Drug possession,Other,6
2015,December,Knox,C30 Drug use and possession,C32 Drug possession,Prescription,66
2015,December,Latrobe,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,2
2015,December,Latrobe,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,22
2015,December,Latrobe,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,1
2015,December,Latrobe,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,29
2015,December,Latrobe,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,9
2015,December,Latrobe,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,66
2015,December,Latrobe,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,3
2015,December,Latrobe,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,1
2015,December,Latrobe,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,16
2015,December,Latrobe,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,39
2015,December,Latrobe,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,11
2015,December,Latrobe,C30 Drug use and possession,C31 Drug use,Amphetamine,13
2015,December,Latrobe,C30 Drug use and possession,C31 Drug use,Cannabis,22
2015,December,Latrobe,C30 Drug use and possession,C31 Drug use,Ecstasy,2
2015,December,Latrobe,C30 Drug use and possession,C31 Drug use,GHB,1
2015,December,Latrobe,C30 Drug use and possession,C31 Drug use,Heroin,2
2015,December,Latrobe,C30 Drug use and possession,C31 Drug use,Methylamphetamine,19
2015,December,Latrobe,C30 Drug use and possession,C31 Drug use,Not Recorded,2
2015,December,Latrobe,C30 Drug use and possession,C31 Drug use,Prescription,4
2015,December,Latrobe,C30 Drug use and possession,C32 Drug possession,Amphetamine,25
2015,December,Latrobe,C30 Drug use and possession,C32 Drug possession,Cannabis,233
2015,December,Latrobe,C30 Drug use and possession,C32 Drug possession,Cocaine,8
2015,December,Latrobe,C30 Drug use and possession,C32 Drug possession,Ecstasy,36
2015,December,Latrobe,C30 Drug use and possession,C32 Drug possession,GHB,14
2015,December,Latrobe,C30 Drug use and possession,C32 Drug possession,Heroin,1
2015,December,Latrobe,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,114
2015,December,Latrobe,C30 Drug use and possession,C32 Drug possession,Not Recorded,19
2015,December,Latrobe,C30 Drug use and possession,C32 Drug possession,Other,6
2015,December,Latrobe,C30 Drug use and possession,C32 Drug possession,Prescription,132
2015,December,Loddon,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,1
2015,December,Loddon,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,2
2015,December,Loddon,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,3
2015,December,Loddon,C30 Drug use and possession,C31 Drug use,Cannabis,2
2015,December,Loddon,C30 Drug use and possession,C31 Drug use,Methylamphetamine,1
2015,December,Loddon,C30 Drug use and possession,C32 Drug possession,Amphetamine,2
2015,December,Loddon,C30 Drug use and possession,C32 Drug possession,Cannabis,10
2015,December,Loddon,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,1
2015,December,Macedon Ranges,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,6
2015,December,Macedon Ranges,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,5
2015,December,Macedon Ranges,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,8
2015,December,Macedon Ranges,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,2
2015,December,Macedon Ranges,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,1
2015,December,Macedon Ranges,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,11
2015,December,Macedon Ranges,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,6
2015,December,Macedon Ranges,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,2
2015,December,Macedon Ranges,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,1
2015,December,Macedon Ranges,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,4
2015,December,Macedon Ranges,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,1
2015,December,Macedon Ranges,C30 Drug use and possession,C31 Drug use,Cannabis,2
2015,December,Macedon Ranges,C30 Drug use and possession,C31 Drug use,Methylamphetamine,1
2015,December,Macedon Ranges,C30 Drug use and possession,C32 Drug possession,Amphetamine,7
2015,December,Macedon Ranges,C30 Drug use and possession,C32 Drug possession,Cannabis,78
2015,December,Macedon Ranges,C30 Drug use and possession,C32 Drug possession,Ecstasy,3
2015,December,Macedon Ranges,C30 Drug use and possession,C32 Drug possession,Heroin,1
2015,December,Macedon Ranges,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,25
2015,December,Macedon Ranges,C30 Drug use and possession,C32 Drug possession,Not Recorded,6
2015,December,Macedon Ranges,C30 Drug use and possession,C32 Drug possession,Other,1
2015,December,Macedon Ranges,C30 Drug use and possession,C32 Drug possession,Prescription,9
2015,December,Manningham,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,2
2015,December,Manningham,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,16
2015,December,Manningham,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,2
2015,December,Manningham,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,4
2015,December,Manningham,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,2
2015,December,Manningham,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,7
2015,December,Manningham,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,3
2015,December,Manningham,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,1
2015,December,Manningham,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,21
2015,December,Manningham,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,7
2015,December,Manningham,C30 Drug use and possession,C31 Drug use,Cannabis,2
2015,December,Manningham,C30 Drug use and possession,C31 Drug use,GHB,1
2015,December,Manningham,C30 Drug use and possession,C31 Drug use,Heroin,1
2015,December,Manningham,C30 Drug use and possession,C31 Drug use,Methylamphetamine,1
2015,December,Manningham,C30 Drug use and possession,C31 Drug use,Other,3
2015,December,Manningham,C30 Drug use and possession,C32 Drug possession,Amphetamine,10
2015,December,Manningham,C30 Drug use and possession,C32 Drug possession,Cannabis,59
2015,December,Manningham,C30 Drug use and possession,C32 Drug possession,Ecstasy,4
2015,December,Manningham,C30 Drug use and possession,C32 Drug possession,Heroin,1
2015,December,Manningham,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,30
2015,December,Manningham,C30 Drug use and possession,C32 Drug possession,Not Recorded,3
2015,December,Manningham,C30 Drug use and possession,C32 Drug possession,Other,7
2015,December,Manningham,C30 Drug use and possession,C32 Drug possession,Prescription,14
2015,December,Manningham,C90 Other drug offences,C99 Other drug offences,Not Coded,1
2015,December,Mansfield,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,2
2015,December,Mansfield,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,1
2015,December,Mansfield,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,1
2015,December,Mansfield,C30 Drug use and possession,C31 Drug use,Amphetamine,1
2015,December,Mansfield,C30 Drug use and possession,C31 Drug use,Cannabis,1
2015,December,Mansfield,C30 Drug use and possession,C32 Drug possession,Amphetamine,2
2015,December,Mansfield,C30 Drug use and possession,C32 Drug possession,Cannabis,8
2015,December,Maribyrnong,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,2
2015,December,Maribyrnong,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,5
2015,December,Maribyrnong,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,16
2015,December,Maribyrnong,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,4
2015,December,Maribyrnong,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,11
2015,December,Maribyrnong,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,2
2015,December,Maribyrnong,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,98
2015,December,Maribyrnong,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,45
2015,December,Maribyrnong,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,1
2015,December,Maribyrnong,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,1
2015,December,Maribyrnong,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,6
2015,December,Maribyrnong,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,15
2015,December,Maribyrnong,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,9
2015,December,Maribyrnong,C30 Drug use and possession,C31 Drug use,Cannabis,2
2015,December,Maribyrnong,C30 Drug use and possession,C31 Drug use,Cocaine,1
2015,December,Maribyrnong,C30 Drug use and possession,C31 Drug use,Heroin,5
2015,December,Maribyrnong,C30 Drug use and possession,C31 Drug use,Methylamphetamine,1
2015,December,Maribyrnong,C30 Drug use and possession,C31 Drug use,Other,1
2015,December,Maribyrnong,C30 Drug use and possession,C31 Drug use,Prescription,1
2015,December,Maribyrnong,C30 Drug use and possession,C32 Drug possession,Amphetamine,26
2015,December,Maribyrnong,C30 Drug use and possession,C32 Drug possession,Cannabis,98
2015,December,Maribyrnong,C30 Drug use and possession,C32 Drug possession,Cocaine,8
2015,December,Maribyrnong,C30 Drug use and possession,C32 Drug possession,Ecstasy,10
2015,December,Maribyrnong,C30 Drug use and possession,C32 Drug possession,GHB,6
2015,December,Maribyrnong,C30 Drug use and possession,C32 Drug possession,Heroin,55
2015,December,Maribyrnong,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,120
2015,December,Maribyrnong,C30 Drug use and possession,C32 Drug possession,Not Recorded,16
2015,December,Maribyrnong,C30 Drug use and possession,C32 Drug possession,Other,9
2015,December,Maribyrnong,C30 Drug use and possession,C32 Drug possession,Prescription,67
2015,December,Maroondah,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,1
2015,December,Maroondah,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,16
2015,December,Maroondah,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,7
2015,December,Maroondah,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,24
2015,December,Maroondah,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,12
2015,December,Maroondah,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,36
2015,December,Maroondah,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,5
2015,December,Maroondah,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,1
2015,December,Maroondah,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,4
2015,December,Maroondah,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,16
2015,December,Maroondah,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,7
2015,December,Maroondah,C30 Drug use and possession,C31 Drug use,Amphetamine,7
2015,December,Maroondah,C30 Drug use and possession,C31 Drug use,Cannabis,5
2015,December,Maroondah,C30 Drug use and possession,C31 Drug use,Cocaine,2
2015,December,Maroondah,C30 Drug use and possession,C31 Drug use,Ecstasy,2
2015,December,Maroondah,C30 Drug use and possession,C31 Drug use,GHB,1
2015,December,Maroondah,C30 Drug use and possession,C31 Drug use,Heroin,2
2015,December,Maroondah,C30 Drug use and possession,C31 Drug use,Methylamphetamine,3
2015,December,Maroondah,C30 Drug use and possession,C31 Drug use,Prescription,2
2015,December,Maroondah,C30 Drug use and possession,C32 Drug possession,Amphetamine,21
2015,December,Maroondah,C30 Drug use and possession,C32 Drug possession,Cannabis,122
2015,December,Maroondah,C30 Drug use and possession,C32 Drug possession,Cocaine,4
2015,December,Maroondah,C30 Drug use and possession,C32 Drug possession,Ecstasy,25
2015,December,Maroondah,C30 Drug use and possession,C32 Drug possession,GHB,11
2015,December,Maroondah,C30 Drug use and possession,C32 Drug possession,Heroin,8
2015,December,Maroondah,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,78
2015,December,Maroondah,C30 Drug use and possession,C32 Drug possession,Not Recorded,23
2015,December,Maroondah,C30 Drug use and possession,C32 Drug possession,Other,13
2015,December,Maroondah,C30 Drug use and possession,C32 Drug possession,Prescription,63
2015,December,Melbourne,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,16
2015,December,Melbourne,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,19
2015,December,Melbourne,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,32
2015,December,Melbourne,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,71
2015,December,Melbourne,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,33
2015,December,Melbourne,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,30
2015,December,Melbourne,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,107
2015,December,Melbourne,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,34
2015,December,Melbourne,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,2
2015,December,Melbourne,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,4
2015,December,Melbourne,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,5
2015,December,Melbourne,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,38
2015,December,Melbourne,C30 Drug use and possession,C31 Drug use,Amphetamine,6
2015,December,Melbourne,C30 Drug use and possession,C31 Drug use,Cannabis,4
2015,December,Melbourne,C30 Drug use and possession,C31 Drug use,Cocaine,1
2015,December,Melbourne,C30 Drug use and possession,C31 Drug use,Ecstasy,8
2015,December,Melbourne,C30 Drug use and possession,C31 Drug use,GHB,3
2015,December,Melbourne,C30 Drug use and possession,C31 Drug use,Heroin,8
2015,December,Melbourne,C30 Drug use and possession,C31 Drug use,Methylamphetamine,11
2015,December,Melbourne,C30 Drug use and possession,C31 Drug use,Not Recorded,4
2015,December,Melbourne,C30 Drug use and possession,C31 Drug use,Other,3
2015,December,Melbourne,C30 Drug use and possession,C32 Drug possession,Amphetamine,118
2015,December,Melbourne,C30 Drug use and possession,C32 Drug possession,Cannabis,460
2015,December,Melbourne,C30 Drug use and possession,C32 Drug possession,Cocaine,61
2015,December,Melbourne,C30 Drug use and possession,C32 Drug possession,Ecstasy,225
2015,December,Melbourne,C30 Drug use and possession,C32 Drug possession,GHB,45
2015,December,Melbourne,C30 Drug use and possession,C32 Drug possession,Heroin,61
2015,December,Melbourne,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,306
2015,December,Melbourne,C30 Drug use and possession,C32 Drug possession,Not Recorded,123
2015,December,Melbourne,C30 Drug use and possession,C32 Drug possession,Other,37
2015,December,Melbourne,C30 Drug use and possession,C32 Drug possession,Prescription,178
2015,December,Melton,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,28
2015,December,Melton,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,1
2015,December,Melton,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,2
2015,December,Melton,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,3
2015,December,Melton,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,8
2015,December,Melton,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,46
2015,December,Melton,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,2
2015,December,Melton,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,5
2015,December,Melton,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,1
2015,December,Melton,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,63
2015,December,Melton,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,27
2015,December,Melton,C30 Drug use and possession,C31 Drug use,Amphetamine,4
2015,December,Melton,C30 Drug use and possession,C31 Drug use,Cannabis,9
2015,December,Melton,C30 Drug use and possession,C31 Drug use,Ecstasy,1
2015,December,Melton,C30 Drug use and possession,C31 Drug use,GHB,1
2015,December,Melton,C30 Drug use and possession,C31 Drug use,Methylamphetamine,7
2015,December,Melton,C30 Drug use and possession,C31 Drug use,Not Recorded,1
2015,December,Melton,C30 Drug use and possession,C32 Drug possession,Amphetamine,24
2015,December,Melton,C30 Drug use and possession,C32 Drug possession,Cannabis,130
2015,December,Melton,C30 Drug use and possession,C32 Drug possession,Cocaine,13
2015,December,Melton,C30 Drug use and possession,C32 Drug possession,Ecstasy,16
2015,December,Melton,C30 Drug use and possession,C32 Drug possession,GHB,14
2015,December,Melton,C30 Drug use and possession,C32 Drug possession,Heroin,14
2015,December,Melton,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,92
2015,December,Melton,C30 Drug use and possession,C32 Drug possession,Not Recorded,22
2015,December,Melton,C30 Drug use and possession,C32 Drug possession,Other,9
2015,December,Melton,C30 Drug use and possession,C32 Drug possession,Prescription,35
2015,December,Merri-bek,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,3
2015,December,Merri-bek,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,13
2015,December,Merri-bek,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,1
2015,December,Merri-bek,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,2
2015,December,Merri-bek,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,4
2015,December,Merri-bek,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,2
2015,December,Merri-bek,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,30
2015,December,Merri-bek,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,6
2015,December,Merri-bek,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,1
2015,December,Merri-bek,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,4
2015,December,Merri-bek,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,8
2015,December,Merri-bek,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,17
2015,December,Merri-bek,C30 Drug use and possession,C31 Drug use,Amphetamine,1
2015,December,Merri-bek,C30 Drug use and possession,C31 Drug use,Cannabis,3
2015,December,Merri-bek,C30 Drug use and possession,C31 Drug use,Heroin,1
2015,December,Merri-bek,C30 Drug use and possession,C31 Drug use,Methylamphetamine,3
2015,December,Merri-bek,C30 Drug use and possession,C32 Drug possession,Amphetamine,27
2015,December,Merri-bek,C30 Drug use and possession,C32 Drug possession,Cannabis,167
2015,December,Merri-bek,C30 Drug use and possession,C32 Drug possession,Cocaine,8
2015,December,Merri-bek,C30 Drug use and possession,C32 Drug possession,Ecstasy,22
2015,December,Merri-bek,C30 Drug use and possession,C32 Drug possession,GHB,15
2015,December,Merri-bek,C30 Drug use and possession,C32 Drug possession,Heroin,8
2015,December,Merri-bek,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,92
2015,December,Merri-bek,C30 Drug use and possession,C32 Drug possession,Not Recorded,21
2015,December,Merri-bek,C30 Drug use and possession,C32 Drug possession,Other,8
2015,December,Merri-bek,C30 Drug use and possession,C32 Drug possession,Prescription,77
2015,December,Mildura,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,1
2015,December,Mildura,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,15
2015,December,Mildura,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,1
2015,December,Mildura,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,8
2015,December,Mildura,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,1
2015,December,Mildura,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,24
2015,December,Mildura,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,22
2015,December,Mildura,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,2
2015,December,Mildura,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,20
2015,December,Mildura,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,3
2015,December,Mildura,C30 Drug use and possession,C31 Drug use,Amphetamine,5
2015,December,Mildura,C30 Drug use and possession,C31 Drug use,Cannabis,8
2015,December,Mildura,C30 Drug use and possession,C31 Drug use,Methylamphetamine,9
2015,December,Mildura,C30 Drug use and possession,C31 Drug use,Other,1
2015,December,Mildura,C30 Drug use and possession,C31 Drug use,Prescription,1
2015,December,Mildura,C30 Drug use and possession,C32 Drug possession,Amphetamine,15
2015,December,Mildura,C30 Drug use and possession,C32 Drug possession,Cannabis,112
2015,December,Mildura,C30 Drug use and possession,C32 Drug possession,Cocaine,1
2015,December,Mildura,C30 Drug use and possession,C32 Drug possession,Ecstasy,16
2015,December,Mildura,C30 Drug use and possession,C32 Drug possession,Heroin,4
2015,December,Mildura,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,84
2015,December,Mildura,C30 Drug use and possession,C32 Drug possession,Not Recorded,11
2015,December,Mildura,C30 Drug use and possession,C32 Drug possession,Other,4
2015,December,Mildura,C30 Drug use and possession,C32 Drug possession,Prescription,74
2015,December,Mitchell,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,12
2015,December,Mitchell,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,1
2015,December,Mitchell,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,2
2015,December,Mitchell,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,12
2015,December,Mitchell,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,2
2015,December,Mitchell,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,12
2015,December,Mitchell,C30 Drug use and possession,C31 Drug use,Amphetamine,2
2015,December,Mitchell,C30 Drug use and possession,C31 Drug use,Cannabis,15
2015,December,Mitchell,C30 Drug use and possession,C31 Drug use,Methylamphetamine,8
2015,December,Mitchell,C30 Drug use and possession,C31 Drug use,Not Recorded,2
2015,December,Mitchell,C30 Drug use and possession,C32 Drug possession,Amphetamine,9
2015,December,Mitchell,C30 Drug use and possession,C32 Drug possession,Cannabis,71
2015,December,Mitchell,C30 Drug use and possession,C32 Drug possession,Ecstasy,3
2015,December,Mitchell,C30 Drug use and possession,C32 Drug possession,GHB,1
2015,December,Mitchell,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,34
2015,December,Mitchell,C30 Drug use and possession,C32 Drug possession,Not Recorded,13
2015,December,Mitchell,C30 Drug use and possession,C32 Drug possession,Other,9
2015,December,Mitchell,C30 Drug use and possession,C32 Drug possession,Prescription,14
2015,December,Moira,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,2
2015,December,Moira,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,1
2015,December,Moira,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,2
2015,December,Moira,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,10
2015,December,Moira,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,12
2015,December,Moira,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,1
2015,December,Moira,C30 Drug use and possession,C31 Drug use,Amphetamine,1
2015,December,Moira,C30 Drug use and possession,C31 Drug use,Cannabis,1
2015,December,Moira,C30 Drug use and possession,C32 Drug possession,Amphetamine,14
2015,December,Moira,C30 Drug use and possession,C32 Drug possession,Cannabis,67
2015,December,Moira,C30 Drug use and possession,C32 Drug possession,Cocaine,2
2015,December,Moira,C30 Drug use and possession,C32 Drug possession,Ecstasy,18
2015,December,Moira,C30 Drug use and possession,C32 Drug possession,GHB,1
2015,December,Moira,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,11
2015,December,Moira,C30 Drug use and possession,C32 Drug possession,Not Recorded,4
2015,December,Moira,C30 Drug use and possession,C32 Drug possession,Other,4
2015,December,Moira,C30 Drug use and possession,C32 Drug possession,Prescription,4
2015,December,Monash,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,1
2015,December,Monash,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,3
2015,December,Monash,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,13
2015,December,Monash,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,1
2015,December,Monash,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,7
2015,December,Monash,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,2
2015,December,Monash,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,6
2015,December,Monash,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,32
2015,December,Monash,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,2
2015,December,Monash,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,1
2015,December,Monash,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,5
2015,December,Monash,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,51
2015,December,Monash,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,16
2015,December,Monash,C30 Drug use and possession,C31 Drug use,Amphetamine,4
2015,December,Monash,C30 Drug use and possession,C31 Drug use,Cannabis,8
2015,December,Monash,C30 Drug use and possession,C31 Drug use,GHB,1
2015,December,Monash,C30 Drug use and possession,C31 Drug use,Heroin,3
2015,December,Monash,C30 Drug use and possession,C31 Drug use,Methylamphetamine,12
2015,December,Monash,C30 Drug use and possession,C31 Drug use,Not Recorded,3
2015,December,Monash,C30 Drug use and possession,C31 Drug use,Other,1
2015,December,Monash,C30 Drug use and possession,C31 Drug use,Prescription,2
2015,December,Monash,C30 Drug use and possession,C32 Drug possession,Amphetamine,22
2015,December,Monash,C30 Drug use and possession,C32 Drug possession,Cannabis,126
2015,December,Monash,C30 Drug use and possession,C32 Drug possession,Cocaine,5
2015,December,Monash,C30 Drug use and possession,C32 Drug possession,Ecstasy,25
2015,December,Monash,C30 Drug use and possession,C32 Drug possession,GHB,10
2015,December,Monash,C30 Drug use and possession,C32 Drug possession,Heroin,12
2015,December,Monash,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,71
2015,December,Monash,C30 Drug use and possession,C32 Drug possession,Not Recorded,33
2015,December,Monash,C30 Drug use and possession,C32 Drug possession,Other,2
