Year,Year ending,Local Government Area,Investigation Status,Offence Count
2017,December,Murrindindi,Unsolved,231
2017,December,Nillumbik,Arrest/Summons,959
2017,December,Nillumbik,Not authorised,174
2017,December,Nillumbik,Other,140
2017,December,Nillumbik,Unsolved,1052
2017,December,Northern Grampians,Arrest/Summons,585
2017,December,Northern Grampians,Not authorised,79
2017,December,Northern Grampians,Other,168
2017,December,Northern Grampians,Unsolved,222
2017,December,Port Phillip,Arrest/Summons,5396
2017,December,Port Phillip,Not authorised,568
2017,December,Port Phillip,Other,988
2017,December,Port Phillip,Unsolved,5557
2017,December,Pyrenees,Arrest/Summons,257
2017,December,Pyrenees,Not authorised,48
2017,December,Pyrenees,Other,37
2017,December,Pyrenees,Unsolved,185
2017,December,Queenscliffe,Arrest/Summons,38
2017,December,Queenscliffe,Not authorised,8
2017,December,Queenscliffe,Other,7
2017,December,Queenscliffe,Unsolved,80
2017,December,South Gippsland,Arrest/Summons,890
2017,December,South Gippsland,Not authorised,100
2017,December,South Gippsland,Other,118
2017,December,South Gippsland,Unsolved,334
2017,December,Southern Grampians,Arrest/Summons,797
2017,December,Southern Grampians,Not authorised,87
2017,December,Southern Grampians,Other,135
2017,December,Southern Grampians,Unsolved,260
2017,December,Stonnington,Arrest/Summons,4175
2017,December,Stonnington,Not authorised,419
2017,December,Stonnington,Other,951
2017,December,Stonnington,Unsolved,4335
2017,December,Strathbogie,Arrest/Summons,290
2017,December,Strathbogie,Not authorised,52
2017,December,Strathbogie,Other,46
2017,December,Strathbogie,Unsolved,179
2017,December,Surf Coast,Arrest/Summons,377
2017,December,Surf Coast,Not authorised,81
2017,December,Surf Coast,Other,111
2017,December,Surf Coast,Unsolved,597
2017,December,Swan Hill,Arrest/Summons,1662
2017,December,Swan Hill,Not authorised,165
2017,December,Swan Hill,Other,207
2017,December,Swan Hill,Unsolved,380
2017,December,Towong,Arrest/Summons,108
2017,December,Towong,Not authorised,16
2017,December,Towong,Other,22
2017,December,Towong,Unsolved,71
2017,December,Wangaratta,Arrest/Summons,1370
2017,December,Wangaratta,Not authorised,160
2017,December,Wangaratta,Other,278
2017,December,Wangaratta,Unsolved,538
2017,December,Warrnambool,Arrest/Summons,2134
2017,December,Warrnambool,Not authorised,237
2017,December,Warrnambool,Other,368
2017,December,Warrnambool,Unsolved,743
2017,December,Wellington,Arrest/Summons,1943
2017,December,Wellington,Not authorised,453
2017,December,Wellington,Other,282
2017,December,Wellington,Unsolved,988
2017,December,West Wimmera,Arrest/Summons,109
2017,December,West Wimmera,Not authorised,9
2017,December,West Wimmera,Other,17
2017,December,West Wimmera,Unsolved,53
2017,December,Whitehorse,Arrest/Summons,3504
2017,December,Whitehorse,Not authorised,419
2017,December,Whitehorse,Other,493
2017,December,Whitehorse,Unsolved,3884
2017,December,Whittlesea,Arrest/Summons,7790
2017,December,Whittlesea,Not authorised,1147
2017,December,Whittlesea,Other,734
2017,December,Whittlesea,Unsolved,5909
2017,December,Wodonga,Arrest/Summons,2013
2017,December,Wodonga,Not authorised,131
2017,December,Wodonga,Other,281
2017,December,Wodonga,Unsolved,871
2017,December,Wyndham,Arrest/Summons,7378
2017,December,Wyndham,Not authorised,602
2017,December,Wyndham,Other,728
2017,December,Wyndham,Unsolved,5521
2017,December,Yarra,Arrest/Summons,5676
2017,December,Yarra,Not authorised,535
2017,December,Yarra,Other,875
2017,December,Yarra,Unsolved,6195
2017,December,Yarra Ranges,Arrest/Summons,4799
2017,December,Yarra Ranges,Not authorised,570
2017,December,Yarra Ranges,Other,467
2017,December,Yarra Ranges,Unsolved,2373
2017,December,Yarriambiack,Arrest/Summons,257
2017,December,Yarriambiack,Not authorised,30
2017,December,Yarriambiack,Other,32
2017,December,Yarriambiack,Unsolved,159
2016,December,Alpine,Arrest/Summons,230
2016,December,Alpine,Not authorised,30
2016,December,Alpine,Other,47
2016,December,Alpine,Unsolved,80
2016,December,Ararat,Arrest/Summons,735
2016,December,Ararat,Not authorised,96
2016,December,Ararat,Other,117
2016,December,Ararat,Unsolved,231
2016,December,Ballarat,Arrest/Summons,5410
2016,December,Ballarat,Not authorised,489
2016,December,Ballarat,Other,839
2016,December,Ballarat,Unsolved,5351
2016,December,Banyule,Arrest/Summons,4760
2016,December,Banyule,Not authorised,519
2016,December,Banyule,Other,509
2016,December,Banyule,Unsolved,4285
2016,December,Bass Coast,Arrest/Summons,1556
2016,December,Bass Coast,Not authorised,297
2016,December,Bass Coast,Other,256
2016,December,Bass Coast,Unsolved,839
2016,December,Baw Baw,Arrest/Summons,2434
2016,December,Baw Baw,Not authorised,240
2016,December,Baw Baw,Other,327
2016,December,Baw Baw,Unsolved,1142
2016,December,Bayside,Arrest/Summons,1861
2016,December,Bayside,Not authorised,365
2016,December,Bayside,Other,433
2016,December,Bayside,Unsolved,2736
2016,December,Benalla,Arrest/Summons,920
2016,December,Benalla,Not authorised,141
2016,December,Benalla,Other,209
2016,December,Benalla,Unsolved,334
2016,December,Boroondara,Arrest/Summons,2671
2016,December,Boroondara,Not authorised,392
2016,December,Boroondara,Other,469
2016,December,Boroondara,Unsolved,4865
2016,December,Brimbank,Arrest/Summons,9342
2016,December,Brimbank,Not authorised,668
2016,December,Brimbank,Other,844
2016,December,Brimbank,Unsolved,8289
2016,December,Buloke,Arrest/Summons,125
2016,December,Buloke,Not authorised,17
2016,December,Buloke,Other,23
2016,December,Buloke,Unsolved,65
2016,December,Campaspe,Arrest/Summons,2191
2016,December,Campaspe,Not authorised,192
2016,December,Campaspe,Other,272
2016,December,Campaspe,Unsolved,1195
2016,December,Cardinia,Arrest/Summons,3216
2016,December,Cardinia,Not authorised,596
2016,December,Cardinia,Other,523
2016,December,Cardinia,Unsolved,2894
2016,December,Casey,Arrest/Summons,9905
2016,December,Casey,Not authorised,2103
2016,December,Casey,Other,1684
2016,December,Casey,Unsolved,10384
2016,December,Central Goldfields,Arrest/Summons,936
2016,December,Central Goldfields,Not authorised,129
2016,December,Central Goldfields,Other,92
2016,December,Central Goldfields,Unsolved,350
2016,December,Colac-Otway,Arrest/Summons,1157
2016,December,Colac-Otway,Not authorised,123
2016,December,Colac-Otway,Other,194
2016,December,Colac-Otway,Unsolved,522
2016,December,Corangamite,Arrest/Summons,520
2016,December,Corangamite,Not authorised,53
2016,December,Corangamite,Other,51
2016,December,Corangamite,Unsolved,335
2016,December,Darebin,Arrest/Summons,7171
2016,December,Darebin,Not authorised,760
2016,December,Darebin,Other,713
2016,December,Darebin,Unsolved,8209
2016,December,East Gippsland,Arrest/Summons,2224
2016,December,East Gippsland,Not authorised,497
2016,December,East Gippsland,Other,380
2016,December,East Gippsland,Unsolved,1057
2016,December,Frankston,Arrest/Summons,9566
2016,December,Frankston,Not authorised,738
2016,December,Frankston,Other,1347
2016,December,Frankston,Unsolved,5257
2016,December,Gannawarra,Arrest/Summons,321
2016,December,Gannawarra,Not authorised,50
2016,December,Gannawarra,Other,70
2016,December,Gannawarra,Unsolved,171
2016,December,Glen Eira,Arrest/Summons,2871
2016,December,Glen Eira,Not authorised,531
2016,December,Glen Eira,Other,561
2016,December,Glen Eira,Unsolved,3558
2016,December,Glenelg,Arrest/Summons,860
2016,December,Glenelg,Not authorised,130
2016,December,Glenelg,Other,112
2016,December,Glenelg,Unsolved,571
2016,December,Golden Plains,Arrest/Summons,329
2016,December,Golden Plains,Not authorised,60
2016,December,Golden Plains,Other,59
2016,December,Golden Plains,Unsolved,417
2016,December,Greater Bendigo,Arrest/Summons,6213
2016,December,Greater Bendigo,Not authorised,595
2016,December,Greater Bendigo,Other,710
2016,December,Greater Bendigo,Unsolved,3335
2016,December,Greater Dandenong,Arrest/Summons,9976
2016,December,Greater Dandenong,Not authorised,1442
2016,December,Greater Dandenong,Other,1341
2016,December,Greater Dandenong,Unsolved,7876
2016,December,Greater Geelong,Arrest/Summons,9806
2016,December,Greater Geelong,Not authorised,1136
2016,December,Greater Geelong,Other,1172
2016,December,Greater Geelong,Unsolved,10848
2016,December,Greater Shepparton,Arrest/Summons,4781
2016,December,Greater Shepparton,Not authorised,451
2016,December,Greater Shepparton,Other,663
2016,December,Greater Shepparton,Unsolved,2504
2016,December,Hepburn,Arrest/Summons,329
2016,December,Hepburn,Not authorised,40
2016,December,Hepburn,Other,49
2016,December,Hepburn,Unsolved,499
2016,December,Hindmarsh,Arrest/Summons,236
2016,December,Hindmarsh,Not authorised,32
2016,December,Hindmarsh,Other,42
2016,December,Hindmarsh,Unsolved,60
2016,December,Hobsons Bay,Arrest/Summons,3152
2016,December,Hobsons Bay,Not authorised,401
2016,December,Hobsons Bay,Other,380
2016,December,Hobsons Bay,Unsolved,2764
2016,December,Horsham,Arrest/Summons,1834
2016,December,Horsham,Not authorised,182
2016,December,Horsham,Other,244
2016,December,Horsham,Unsolved,564
2016,December,Hume,Arrest/Summons,10962
2016,December,Hume,Not authorised,1396
2016,December,Hume,Other,1163
2016,December,Hume,Unsolved,10123
2016,December,Indigo,Arrest/Summons,193
2016,December,Indigo,Not authorised,25
2016,December,Indigo,Other,45
2016,December,Indigo,Unsolved,133
2016,December,Kingston,Arrest/Summons,5408
2016,December,Kingston,Not authorised,766
2016,December,Kingston,Other,923
2016,December,Kingston,Unsolved,4471
2016,December,Knox,Arrest/Summons,5701
2016,December,Knox,Not authorised,626
2016,December,Knox,Other,670
2016,December,Knox,Unsolved,5135
2016,December,Latrobe,Arrest/Summons,8720
2016,December,Latrobe,Not authorised,1155
2016,December,Latrobe,Other,989
2016,December,Latrobe,Unsolved,3616
2016,December,Loddon,Arrest/Summons,218
2016,December,Loddon,Not authorised,60
2016,December,Loddon,Other,42
2016,December,Loddon,Unsolved,158
2016,December,Macedon Ranges,Arrest/Summons,1499
2016,December,Macedon Ranges,Not authorised,117
2016,December,Macedon Ranges,Other,167
2016,December,Macedon Ranges,Unsolved,673
2016,December,Manningham,Arrest/Summons,1937
2016,December,Manningham,Not authorised,284
2016,December,Manningham,Other,269
2016,December,Manningham,Unsolved,2524
2016,December,Mansfield,Arrest/Summons,334
2016,December,Mansfield,Not authorised,42
2016,December,Mansfield,Other,57
2016,December,Mansfield,Unsolved,185
2016,December,Maribyrnong,Arrest/Summons,4331
2016,December,Maribyrnong,Not authorised,326
2016,December,Maribyrnong,Other,482
2016,December,Maribyrnong,Unsolved,4000
2016,December,Maroondah,Arrest/Summons,5124
2016,December,Maroondah,Not authorised,507
2016,December,Maroondah,Other,505
2016,December,Maroondah,Unsolved,3063
2016,December,Melbourne,Arrest/Summons,18703
2016,December,Melbourne,Not authorised,1466
2016,December,Melbourne,Other,4158
2016,December,Melbourne,Unsolved,13559
2016,December,Melton,Arrest/Summons,5870
2016,December,Melton,Not authorised,517
2016,December,Melton,Other,461
2016,December,Melton,Unsolved,5205
2016,December,Merri-bek,Arrest/Summons,5408
2016,December,Merri-bek,Not authorised,881
2016,December,Merri-bek,Other,554
2016,December,Merri-bek,Unsolved,8023
2016,December,Mildura,Arrest/Summons,3373
2016,December,Mildura,Not authorised,384
2016,December,Mildura,Other,780
2016,December,Mildura,Unsolved,1981
2016,December,Mitchell,Arrest/Summons,2618
2016,December,Mitchell,Not authorised,454
2016,December,Mitchell,Other,314
2016,December,Mitchell,Unsolved,1324
2016,December,Moira,Arrest/Summons,1195
2016,December,Moira,Not authorised,98
2016,December,Moira,Other,177
2016,December,Moira,Unsolved,474
2016,December,Monash,Arrest/Summons,5671
2016,December,Monash,Not authorised,595
2016,December,Monash,Other,598
2016,December,Monash,Unsolved,5671
2016,December,Moonee Valley,Arrest/Summons,3725
2016,December,Moonee Valley,Not authorised,643
2016,December,Moonee Valley,Other,524
2016,December,Moonee Valley,Unsolved,4726
2016,December,Moorabool,Arrest/Summons,1217
2016,December,Moorabool,Not authorised,145
2016,December,Moorabool,Other,153
2016,December,Moorabool,Unsolved,1019
2016,December,Mornington Peninsula,Arrest/Summons,5614
2016,December,Mornington Peninsula,Not authorised,708
2016,December,Mornington Peninsula,Other,1439
2016,December,Mornington Peninsula,Unsolved,4245
2016,December,Mount Alexander,Arrest/Summons,622
2016,December,Mount Alexander,Not authorised,87
2016,December,Mount Alexander,Other,101
2016,December,Mount Alexander,Unsolved,444
2016,December,Moyne,Arrest/Summons,313
2016,December,Moyne,Not authorised,63
2016,December,Moyne,Other,54
2016,December,Moyne,Unsolved,216
2016,December,Murrindindi,Arrest/Summons,312
2016,December,Murrindindi,Not authorised,58
2016,December,Murrindindi,Other,91
2016,December,Murrindindi,Unsolved,254
2016,December,Nillumbik,Arrest/Summons,1450
2016,December,Nillumbik,Not authorised,188
2016,December,Nillumbik,Other,131
2016,December,Nillumbik,Unsolved,1405
2016,December,Northern Grampians,Arrest/Summons,820
2016,December,Northern Grampians,Not authorised,120
2016,December,Northern Grampians,Other,141
2016,December,Northern Grampians,Unsolved,265
2016,December,Port Phillip,Arrest/Summons,5357
2016,December,Port Phillip,Not authorised,619
2016,December,Port Phillip,Other,985
2016,December,Port Phillip,Unsolved,6640
2016,December,Pyrenees,Arrest/Summons,250
2016,December,Pyrenees,Not authorised,42
2016,December,Pyrenees,Other,44
2016,December,Pyrenees,Unsolved,225
2016,December,Queenscliffe,Arrest/Summons,47
2016,December,Queenscliffe,Not authorised,6
2016,December,Queenscliffe,Other,6
2016,December,Queenscliffe,Unsolved,84
2016,December,South Gippsland,Arrest/Summons,833
2016,December,South Gippsland,Not authorised,131
2016,December,South Gippsland,Other,106
2016,December,South Gippsland,Unsolved,433
2016,December,Southern Grampians,Arrest/Summons,860
2016,December,Southern Grampians,Not authorised,108
2016,December,Southern Grampians,Other,103
2016,December,Southern Grampians,Unsolved,279
2016,December,Stonnington,Arrest/Summons,4585
2016,December,Stonnington,Not authorised,477
2016,December,Stonnington,Other,884
2016,December,Stonnington,Unsolved,5644
2016,December,Strathbogie,Arrest/Summons,383
2016,December,Strathbogie,Not authorised,48
2016,December,Strathbogie,Other,36
2016,December,Strathbogie,Unsolved,211
2016,December,Surf Coast,Arrest/Summons,544
2016,December,Surf Coast,Not authorised,71
2016,December,Surf Coast,Other,90
2016,December,Surf Coast,Unsolved,647
2016,December,Swan Hill,Arrest/Summons,1327
2016,December,Swan Hill,Not authorised,172
2016,December,Swan Hill,Other,271
2016,December,Swan Hill,Unsolved,454
2016,December,Towong,Arrest/Summons,135
2016,December,Towong,Not authorised,18
2016,December,Towong,Other,32
2016,December,Towong,Unsolved,58
2016,December,Wangaratta,Arrest/Summons,1604
2016,December,Wangaratta,Not authorised,192
2016,December,Wangaratta,Other,256
2016,December,Wangaratta,Unsolved,542
2016,December,Warrnambool,Arrest/Summons,1909
2016,December,Warrnambool,Not authorised,251
2016,December,Warrnambool,Other,276
2016,December,Warrnambool,Unsolved,803
2016,December,Wellington,Arrest/Summons,2757
2016,December,Wellington,Not authorised,446
2016,December,Wellington,Other,347
2016,December,Wellington,Unsolved,1197
2016,December,West Wimmera,Arrest/Summons,112
2016,December,West Wimmera,Not authorised,14
2016,December,West Wimmera,Other,23
2016,December,West Wimmera,Unsolved,38
2016,December,Whitehorse,Arrest/Summons,3197
2016,December,Whitehorse,Not authorised,399
2016,December,Whitehorse,Other,493
2016,December,Whitehorse,Unsolved,3899
2016,December,Whittlesea,Arrest/Summons,6788
2016,December,Whittlesea,Not authorised,1156
2016,December,Whittlesea,Other,709
2016,December,Whittlesea,Unsolved,8013
2016,December,Wodonga,Arrest/Summons,1963
2016,December,Wodonga,Not authorised,120
2016,December,Wodonga,Other,288
2016,December,Wodonga,Unsolved,939
2016,December,Wyndham,Arrest/Summons,6898
2016,December,Wyndham,Not authorised,659
2016,December,Wyndham,Other,727
2016,December,Wyndham,Unsolved,7096
2016,December,Yarra,Arrest/Summons,5652
2016,December,Yarra,Not authorised,562
2016,December,Yarra,Other,778
2016,December,Yarra,Unsolved,7012
2016,December,Yarra Ranges,Arrest/Summons,4886
2016,December,Yarra Ranges,Not authorised,594
2016,December,Yarra Ranges,Other,527
2016,December,Yarra Ranges,Unsolved,2910
2016,December,Yarriambiack,Arrest/Summons,242
2016,December,Yarriambiack,Not authorised,50
2016,December,Yarriambiack,Other,35
2016,December,Yarriambiack,Unsolved,113
2015,December,Alpine,Arrest/Summons,271
2015,December,Alpine,Not authorised,40
2015,December,Alpine,Other,59
2015,December,Alpine,Unsolved,119
2015,December,Ararat,Arrest/Summons,725
2015,December,Ararat,Not authorised,83
2015,December,Ararat,Other,146
2015,December,Ararat,Unsolved,303
2015,December,Ballarat,Arrest/Summons,5128
2015,December,Ballarat,Not authorised,451
2015,December,Ballarat,Other,1000
2015,December,Ballarat,Unsolved,4728
2015,December,Banyule,Arrest/Summons,4551
2015,December,Banyule,Not authorised,471
2015,December,Banyule,Other,880
2015,December,Banyule,Unsolved,3324
2015,December,Bass Coast,Arrest/Summons,1559
2015,December,Bass Coast,Not authorised,258
2015,December,Bass Coast,Other,296
2015,December,Bass Coast,Unsolved,673
2015,December,Baw Baw,Arrest/Summons,2308
2015,December,Baw Baw,Not authorised,279
2015,December,Baw Baw,Other,291
2015,December,Baw Baw,Unsolved,893
2015,December,Bayside,Arrest/Summons,1523
2015,December,Bayside,Not authorised,281
2015,December,Bayside,Other,415
2015,December,Bayside,Unsolved,2286
2015,December,Benalla,Arrest/Summons,620
2015,December,Benalla,Not authorised,145
2015,December,Benalla,Other,116
2015,December,Benalla,Unsolved,269
2015,December,Boroondara,Arrest/Summons,2537
2015,December,Boroondara,Not authorised,357
2015,December,Boroondara,Other,433
2015,December,Boroondara,Unsolved,4130
2015,December,Brimbank,Arrest/Summons,9602
2015,December,Brimbank,Not authorised,739
2015,December,Brimbank,Other,827
2015,December,Brimbank,Unsolved,8060
2015,December,Buloke,Arrest/Summons,99
2015,December,Buloke,Not authorised,14
2015,December,Buloke,Other,11
2015,December,Buloke,Unsolved,98
2015,December,Campaspe,Arrest/Summons,1651
2015,December,Campaspe,Not authorised,161
2015,December,Campaspe,Other,235
2015,December,Campaspe,Unsolved,1021
2015,December,Cardinia,Arrest/Summons,3896
2015,December,Cardinia,Not authorised,586
2015,December,Cardinia,Other,553
2015,December,Cardinia,Unsolved,2281
2015,December,Casey,Arrest/Summons,10074
2015,December,Casey,Not authorised,1659
2015,December,Casey,Other,1371
2015,December,Casey,Unsolved,7925
2015,December,Central Goldfields,Arrest/Summons,826
2015,December,Central Goldfields,Not authorised,91
2015,December,Central Goldfields,Other,89
2015,December,Central Goldfields,Unsolved,258
2015,December,Colac-Otway,Arrest/Summons,953
2015,December,Colac-Otway,Not authorised,113
2015,December,Colac-Otway,Other,157
2015,December,Colac-Otway,Unsolved,454
2015,December,Corangamite,Arrest/Summons,332
2015,December,Corangamite,Not authorised,63
2015,December,Corangamite,Other,49
2015,December,Corangamite,Unsolved,237
2015,December,Darebin,Arrest/Summons,6844
2015,December,Darebin,Not authorised,709
2015,December,Darebin,Other,728
2015,December,Darebin,Unsolved,7058
2015,December,East Gippsland,Arrest/Summons,2147
2015,December,East Gippsland,Not authorised,500
2015,December,East Gippsland,Other,389
2015,December,East Gippsland,Unsolved,1157
2015,December,Frankston,Arrest/Summons,8235
2015,December,Frankston,Not authorised,738
2015,December,Frankston,Other,1290
2015,December,Frankston,Unsolved,4558
2015,December,Gannawarra,Arrest/Summons,328
2015,December,Gannawarra,Not authorised,37
2015,December,Gannawarra,Other,57
2015,December,Gannawarra,Unsolved,165
2015,December,Glen Eira,Arrest/Summons,2387
2015,December,Glen Eira,Not authorised,411
2015,December,Glen Eira,Other,527
2015,December,Glen Eira,Unsolved,3163
2015,December,Glenelg,Arrest/Summons,851
2015,December,Glenelg,Not authorised,104
2015,December,Glenelg,Other,139
2015,December,Glenelg,Unsolved,489
2015,December,Golden Plains,Arrest/Summons,221
2015,December,Golden Plains,Not authorised,42
2015,December,Golden Plains,Other,43
2015,December,Golden Plains,Unsolved,366
2015,December,Greater Bendigo,Arrest/Summons,4416
2015,December,Greater Bendigo,Not authorised,521
2015,December,Greater Bendigo,Other,806
2015,December,Greater Bendigo,Unsolved,2668
2015,December,Greater Dandenong,Arrest/Summons,10638
2015,December,Greater Dandenong,Not authorised,1078
2015,December,Greater Dandenong,Other,1361
2015,December,Greater Dandenong,Unsolved,6401
2015,December,Greater Geelong,Arrest/Summons,9695
2015,December,Greater Geelong,Not authorised,968
2015,December,Greater Geelong,Other,1478
2015,December,Greater Geelong,Unsolved,8707
2015,December,Greater Shepparton,Arrest/Summons,4297
2015,December,Greater Shepparton,Not authorised,438
2015,December,Greater Shepparton,Other,562
2015,December,Greater Shepparton,Unsolved,2353
2015,December,Hepburn,Arrest/Summons,374
2015,December,Hepburn,Not authorised,41
2015,December,Hepburn,Other,57
2015,December,Hepburn,Unsolved,353
2015,December,Hindmarsh,Arrest/Summons,135
2015,December,Hindmarsh,Not authorised,17
2015,December,Hindmarsh,Other,31
2015,December,Hindmarsh,Unsolved,36
2015,December,Hobsons Bay,Arrest/Summons,3170
2015,December,Hobsons Bay,Not authorised,334
2015,December,Hobsons Bay,Other,426
2015,December,Hobsons Bay,Unsolved,2967
2015,December,Horsham,Arrest/Summons,2030
2015,December,Horsham,Not authorised,215
2015,December,Horsham,Other,259
2015,December,Horsham,Unsolved,539
2015,December,Hume,Arrest/Summons,9815
2015,December,Hume,Not authorised,1164
2015,December,Hume,Other,1181
2015,December,Hume,Unsolved,8331
2015,December,Indigo,Arrest/Summons,242
2015,December,Indigo,Not authorised,20
2015,December,Indigo,Other,45
2015,December,Indigo,Unsolved,204
2015,December,Kingston,Arrest/Summons,5247
2015,December,Kingston,Not authorised,727
2015,December,Kingston,Other,908
2015,December,Kingston,Unsolved,4143
2015,December,Knox,Arrest/Summons,5195
2015,December,Knox,Not authorised,638
2015,December,Knox,Other,590
2015,December,Knox,Unsolved,3698
2015,December,Latrobe,Arrest/Summons,8331
2015,December,Latrobe,Not authorised,1065
2015,December,Latrobe,Other,1027
2015,December,Latrobe,Unsolved,2847
2015,December,Loddon,Arrest/Summons,225
2015,December,Loddon,Not authorised,22
2015,December,Loddon,Other,36
2015,December,Loddon,Unsolved,141
2015,December,Macedon Ranges,Arrest/Summons,1083
2015,December,Macedon Ranges,Not authorised,137
2015,December,Macedon Ranges,Other,168
2015,December,Macedon Ranges,Unsolved,738
2015,December,Manningham,Arrest/Summons,1741
2015,December,Manningham,Not authorised,274
2015,December,Manningham,Other,313
2015,December,Manningham,Unsolved,2054
2015,December,Mansfield,Arrest/Summons,188
2015,December,Mansfield,Not authorised,24
2015,December,Mansfield,Other,48
2015,December,Mansfield,Unsolved,154
2015,December,Maribyrnong,Arrest/Summons,3960
2015,December,Maribyrnong,Not authorised,293
2015,December,Maribyrnong,Other,550
2015,December,Maribyrnong,Unsolved,3875
2015,December,Maroondah,Arrest/Summons,4179
2015,December,Maroondah,Not authorised,422
2015,December,Maroondah,Other,522
2015,December,Maroondah,Unsolved,2656
2015,December,Melbourne,Arrest/Summons,17406
2015,December,Melbourne,Not authorised,1278
2015,December,Melbourne,Other,4401
2015,December,Melbourne,Unsolved,11331
2015,December,Melton,Arrest/Summons,5063
2015,December,Melton,Not authorised,516
2015,December,Melton,Other,454
2015,December,Melton,Unsolved,4978
2015,December,Merri-bek,Arrest/Summons,5332
2015,December,Merri-bek,Not authorised,847
2015,December,Merri-bek,Other,625
2015,December,Merri-bek,Unsolved,7235
2015,December,Mildura,Arrest/Summons,3145
2015,December,Mildura,Not authorised,364
2015,December,Mildura,Other,696
2015,December,Mildura,Unsolved,1961
2015,December,Mitchell,Arrest/Summons,2313
2015,December,Mitchell,Not authorised,439
2015,December,Mitchell,Other,313
2015,December,Mitchell,Unsolved,1053
2015,December,Moira,Arrest/Summons,811
2015,December,Moira,Not authorised,98
2015,December,Moira,Other,209
2015,December,Moira,Unsolved,419
2015,December,Monash,Arrest/Summons,4242
2015,December,Monash,Not authorised,472
2015,December,Monash,Other,606
2015,December,Monash,Unsolved,4777
2015,December,Moonee Valley,Arrest/Summons,4235
2015,December,Moonee Valley,Not authorised,533
2015,December,Moonee Valley,Other,622
2015,December,Moonee Valley,Unsolved,4231
2015,December,Moorabool,Arrest/Summons,1086
2015,December,Moorabool,Not authorised,122
2015,December,Moorabool,Other,171
2015,December,Moorabool,Unsolved,798
2015,December,Mornington Peninsula,Arrest/Summons,5283
2015,December,Mornington Peninsula,Not authorised,752
2015,December,Mornington Peninsula,Other,1222
2015,December,Mornington Peninsula,Unsolved,3790
2015,December,Mount Alexander,Arrest/Summons,509
2015,December,Mount Alexander,Not authorised,91
2015,December,Mount Alexander,Other,98
2015,December,Mount Alexander,Unsolved,265
2015,December,Moyne,Arrest/Summons,339
2015,December,Moyne,Not authorised,41
2015,December,Moyne,Other,40
2015,December,Moyne,Unsolved,166
2015,December,Murrindindi,Arrest/Summons,245
2015,December,Murrindindi,Not authorised,75
2015,December,Murrindindi,Other,56
2015,December,Murrindindi,Unsolved,271
2015,December,Nillumbik,Arrest/Summons,1549
2015,December,Nillumbik,Not authorised,197
2015,December,Nillumbik,Other,153
2015,December,Nillumbik,Unsolved,1123
2015,December,Northern Grampians,Arrest/Summons,629
2015,December,Northern Grampians,Not authorised,133
2015,December,Northern Grampians,Other,116
2015,December,Northern Grampians,Unsolved,272
2015,December,Port Phillip,Arrest/Summons,4753
2015,December,Port Phillip,Not authorised,666
2015,December,Port Phillip,Other,1186
2015,December,Port Phillip,Unsolved,5827
2015,December,Pyrenees,Arrest/Summons,204
2015,December,Pyrenees,Not authorised,36
2015,December,Pyrenees,Other,33
2015,December,Pyrenees,Unsolved,223
2015,December,Queenscliffe,Arrest/Summons,45
2015,December,Queenscliffe,Not authorised,4
2015,December,Queenscliffe,Other,15
2015,December,Queenscliffe,Unsolved,111
2015,December,South Gippsland,Arrest/Summons,838
2015,December,South Gippsland,Not authorised,90
2015,December,South Gippsland,Other,96
2015,December,South Gippsland,Unsolved,319
2015,December,Southern Grampians,Arrest/Summons,703
2015,December,Southern Grampians,Not authorised,80
2015,December,Southern Grampians,Other,119
2015,December,Southern Grampians,Unsolved,247
2015,December,Stonnington,Arrest/Summons,4197
2015,December,Stonnington,Not authorised,422
2015,December,Stonnington,Other,845
2015,December,Stonnington,Unsolved,4641
2015,December,Strathbogie,Arrest/Summons,254
2015,December,Strathbogie,Not authorised,47
2015,December,Strathbogie,Other,30
2015,December,Strathbogie,Unsolved,175
2015,December,Surf Coast,Arrest/Summons,590
2015,December,Surf Coast,Not authorised,71
2015,December,Surf Coast,Other,126
2015,December,Surf Coast,Unsolved,753
2015,December,Swan Hill,Arrest/Summons,1450
2015,December,Swan Hill,Not authorised,154
2015,December,Swan Hill,Other,286
2015,December,Swan Hill,Unsolved,378
2015,December,Towong,Arrest/Summons,82
2015,December,Towong,Not authorised,12
2015,December,Towong,Other,25
2015,December,Towong,Unsolved,75
2015,December,Wangaratta,Arrest/Summons,1388
2015,December,Wangaratta,Not authorised,178
2015,December,Wangaratta,Other,369
2015,December,Wangaratta,Unsolved,475
2015,December,Warrnambool,Arrest/Summons,1604
2015,December,Warrnambool,Not authorised,172
2015,December,Warrnambool,Other,293
2015,December,Warrnambool,Unsolved,729
2015,December,Wellington,Arrest/Summons,2414
2015,December,Wellington,Not authorised,446
2015,December,Wellington,Other,342
2015,December,Wellington,Unsolved,1194
2015,December,West Wimmera,Arrest/Summons,93
2015,December,West Wimmera,Not authorised,13
2015,December,West Wimmera,Other,22
2015,December,West Wimmera,Unsolved,29
2015,December,Whitehorse,Arrest/Summons,4148
2015,December,Whitehorse,Not authorised,306
2015,December,Whitehorse,Other,448
2015,December,Whitehorse,Unsolved,3459
2015,December,Whittlesea,Arrest/Summons,5978
2015,December,Whittlesea,Not authorised,1115
2015,December,Whittlesea,Other,615
2015,December,Whittlesea,Unsolved,6023
